,time_in_cycles,LPCompOT,HPCompOT,LPTurbineOT,HPCompOP,PhyFanSpeed,PhyCoreSpeed,CoreSpeedDifference,HPCOStaticPre,RFuelFlow,BypassRatio,BleedEnthalpy,HPTurbineCoolAirFlow,LPTurbineAirFlow,RUL
6334,114,643.17,1587.25,1413.51,552.65,2388.13,9052.93,-912.1800000000003,47.62,521.0,8.4453,394,38.83,23.2744,77
6335,115,643.07,1593.26,1416.45,552.99,2388.13,9054.77,-922.4400000000005,47.8,521.2,8.4947,393,38.63,23.2113,76
6336,116,643.57,1597.09,1409.36,553.1,2388.15,9055.93,-922.9200000000001,47.87,521.03,8.4373,393,38.75,23.2187,75
6337,117,642.52,1593.45,1415.21,553.36,2388.16,9064.43,-932.6400000000003,47.71,521.1,8.4616,394,38.86,23.2261,74
6338,118,643.11,1593.08,1414.8,552.27,2388.17,9059.45,-925.5200000000004,48.01,521.28,8.4897,393,38.7,23.286,73
6339,119,643.01,1590.87,1416.1,553.11,2388.14,9057.53,-919.7000000000007,47.62,521.09,8.4807,395,38.72,23.2872,72
6340,120,642.9,1591.17,1413.64,552.94,2388.1,9051.45,-917.7300000000005,47.74,520.8,8.4746,394,38.68,23.1447,71
6341,121,643.19,1604.11,1412.62,553.48,2388.1,9051.02,-915.9500000000007,47.58,520.99,8.4977,393,38.76,23.1846,70
6342,122,642.96,1597.2,1413.93,553.12,2388.18,9063.4,-928.25,47.65,520.74,8.4707,393,38.72,23.2185,69
6343,123,643.13,1591.25,1412.98,552.31,2388.15,9055.48,-918.8699999999999,47.71,520.75,8.4612,396,38.71,23.1669,68
6344,124,642.76,1592.06,1409.69,552.82,2388.13,9059.31,-921.8399999999992,47.74,520.82,8.4699,395,38.75,23.2803,67
6345,125,642.95,1595.26,1412.92,553.08,2388.15,9057.4,-922.8099999999995,47.55,521.1,8.4861,394,38.59,23.1752,66
6346,126,642.95,1594.87,1410.98,552.83,2388.12,9059.93,-921.3400000000001,47.73,521.43,8.4747,395,38.84,23.2334,65
6347,127,642.86,1595.9,1407.04,553.45,2388.17,9064.88,-931.289999999999,47.51,520.63,8.448,393,38.7,23.2255,64
6348,128,642.52,1595.03,1415.11,552.92,2388.16,9058.03,-922.4400000000005,47.67,520.78,8.4648,393,38.45,23.174,63
6349,129,643.15,1594.26,1413.96,552.83,2388.15,9060.17,-926.3100000000004,47.81,520.73,8.4635,393,38.52,23.2761,62
6350,130,643.03,1590.84,1411.91,553.47,2388.12,9064.48,-925.8799999999992,47.7,520.69,8.4462,393,38.84,23.1326,61
6351,131,642.9,1591.69,1420.57,552.97,2388.13,9056.59,-919.3400000000001,47.81,520.71,8.5212,394,38.64,23.2128,60
6352,132,642.97,1590.33,1415.96,552.52,2388.15,9067.61,-930.4100000000008,47.74,520.84,8.4794,394,38.64,23.2253,59
6353,133,643.21,1592.67,1420.18,552.94,2388.13,9067.11,-929.8900000000003,47.8,521.11,8.4672,393,38.47,23.3179,58
6354,134,643.22,1593.66,1424.93,552.55,2388.16,9062.55,-920.9299999999994,47.87,520.83,8.4176,396,38.76,23.3021,57
6355,135,643.55,1593.32,1414.46,553.41,2388.12,9064.05,-925.2299999999996,48.02,520.93,8.4974,393,38.7,23.1736,56
6356,136,642.66,1594.92,1421.56,552.04,2388.19,9064.02,-924.4300000000003,47.69,520.73,8.4619,396,38.72,23.0896,55
6357,137,642.75,1593.97,1417.69,552.83,2388.13,9068.08,-933.4300000000003,47.7,520.6,8.4465,395,38.73,23.2006,54
6358,138,642.51,1596.73,1413.38,552.44,2388.18,9060.04,-924.2000000000007,47.79,521.23,8.4779,396,38.52,23.1638,53
6359,139,642.89,1595.07,1419.87,552.7,2388.18,9062.33,-920.2600000000002,47.83,521.24,8.4708,394,38.63,23.137,52
6360,140,642.62,1595.38,1420.68,552.51,2388.16,9063.17,-923.0900000000001,47.82,521.03,8.4586,394,38.62,23.1936,51
6361,141,643.24,1587.72,1424.15,552.87,2388.18,9063.91,-929.25,47.83,520.78,8.4927,393,38.72,23.1835,50
6362,142,643.44,1598.61,1419.27,551.78,2388.2,9069.36,-922.5600000000004,47.57,520.99,8.5028,395,38.66,23.2004,49
6363,143,643.62,1595.09,1412.56,552.46,2388.16,9063.27,-914.8000000000002,47.98,520.79,8.4774,396,38.71,23.2323,48
6364,144,642.82,1597.47,1412.12,552.59,2388.13,9064.58,-928.3500000000004,47.85,521.03,8.4474,395,38.59,23.2716,47
6365,145,643.13,1598.2,1425.74,552.09,2388.14,9067.22,-927.4799999999996,47.86,521.04,8.4731,395,38.55,23.1409,46
6366,146,643.28,1586.29,1413.99,551.89,2388.11,9059.93,-919.6700000000001,47.85,520.67,8.4833,395,38.69,23.2742,45
6367,147,643.13,1597.63,1412.88,553.07,2388.19,9065.31,-925.7399999999998,47.86,521.15,8.4825,394,38.69,23.278,44
6368,148,643.06,1592.59,1415.64,552.44,2388.16,9069.13,-925.0699999999988,47.72,520.62,8.4777,395,38.61,23.2173,43
6369,149,643.07,1599.17,1415.65,552.34,2388.16,9069.92,-928.2399999999998,47.61,520.32,8.4888,395,38.58,23.2535,42
6370,150,643.12,1591.1,1414.27,552.33,2388.16,9063.65,-925.1199999999999,47.88,520.67,8.4758,393,38.61,23.2106,41
6371,151,642.64,1594.11,1416.67,552.52,2388.13,9066.89,-922.8599999999997,47.93,520.39,8.4651,395,38.53,23.1815,40
6372,152,643.5,1595.9,1418.22,552.91,2388.22,9070.08,-928.1599999999999,47.78,520.79,8.4842,395,38.65,23.1338,39
6373,153,643.43,1595.09,1414.1,552.59,2388.17,9074.86,-934.4800000000005,47.76,520.23,8.4905,395,38.42,23.0981,38
6374,154,643.02,1599.29,1419.79,551.88,2388.19,9061.37,-923.4800000000005,47.88,520.1,8.4771,395,38.67,23.1298,37
6375,155,642.94,1590.69,1423.71,552.35,2388.16,9063.34,-923.6900000000005,47.71,520.38,8.4572,395,38.48,23.2381,36
6376,156,643.06,1600.69,1417.16,552.29,2388.14,9064.17,-918.7399999999998,47.9,520.74,8.4965,395,38.65,23.1552,35
6377,157,643.08,1593.49,1423.07,552.54,2388.16,9066.76,-924.6800000000003,47.82,520.4,8.468,393,38.64,23.2297,34
6378,158,642.97,1604.48,1423.25,552.39,2388.21,9067.46,-925.3399999999992,47.93,520.52,8.5064,396,38.56,23.1026,33
6379,159,643.25,1603.5,1424.0,551.69,2388.15,9073.62,-931.5100000000011,47.94,519.69,8.4864,396,38.46,23.1657,32
6380,160,642.97,1592.5,1414.76,552.53,2388.19,9077.78,-930.9000000000005,47.86,520.24,8.4829,395,38.47,23.0734,31
6381,161,643.23,1585.11,1427.52,551.84,2388.2,9074.32,-924.2299999999996,48.12,520.11,8.4795,397,38.61,23.1756,30
6382,162,643.17,1598.09,1416.42,552.1,2388.17,9069.1,-920.0300000000007,47.94,521.11,8.4925,394,38.47,23.248,29
6383,163,643.59,1595.62,1425.06,552.57,2388.24,9070.79,-932.3500000000013,47.88,520.14,8.4907,396,38.77,23.0088,28
6384,164,643.25,1600.47,1416.92,552.09,2388.23,9079.07,-934.5,47.99,520.61,8.5228,395,38.71,23.2542,27
6385,165,643.37,1601.42,1420.93,551.9,2388.16,9068.0,-920.6099999999997,48.05,520.64,8.5018,395,38.61,23.0816,26
6386,166,643.07,1599.14,1426.65,551.75,2388.19,9076.82,-924.6599999999999,47.95,519.98,8.5067,395,38.67,23.066,25
6387,167,643.63,1600.23,1424.4,551.43,2388.22,9073.91,-926.79,47.95,520.09,8.4941,396,38.49,23.11,24
6388,168,643.79,1598.7,1420.09,552.22,2388.23,9071.83,-924.5199999999995,48.1,520.21,8.4841,395,38.69,23.0624,23
6389,169,643.71,1602.69,1423.19,551.15,2388.19,9068.05,-918.7399999999989,47.76,520.13,8.5271,395,38.57,23.1569,22
6390,170,643.54,1596.95,1416.23,552.38,2388.15,9076.58,-926.0299999999997,48.11,520.81,8.4951,395,38.57,23.1431,21
6391,171,643.29,1595.19,1422.27,551.8,2388.18,9074.73,-929.7399999999998,48.02,520.21,8.4753,396,38.54,23.2284,20
6392,172,643.24,1599.06,1424.99,552.09,2388.18,9076.53,-926.4700000000003,48.05,519.91,8.5169,395,38.44,23.0351,19
6393,173,643.73,1602.88,1423.61,551.12,2388.22,9082.25,-932.8299999999999,48.17,520.13,8.4917,396,38.46,23.0737,18
6394,174,643.38,1599.59,1418.3,551.35,2388.25,9078.77,-928.4000000000005,47.99,519.9,8.5494,395,38.64,23.1118,17
6395,175,643.54,1597.73,1417.94,551.31,2388.24,9081.04,-929.7000000000007,48.04,520.43,8.4674,396,38.54,23.1733,16
6396,176,643.56,1595.79,1427.29,551.37,2388.18,9078.08,-926.4300000000003,47.93,520.0,8.4987,395,38.59,23.156,15
6397,177,643.4,1597.47,1428.69,552.22,2388.23,9084.62,-933.9500000000007,48.15,519.85,8.4842,397,38.49,22.9933,14
6398,178,643.34,1597.84,1430.73,552.15,2388.2,9083.82,-933.7999999999993,48.14,519.83,8.52,397,38.51,23.0393,13
6399,179,643.71,1604.82,1422.95,550.76,2388.2,9081.84,-931.0900000000001,48.09,520.05,8.49,396,38.43,23.0918,12
6400,180,643.11,1604.94,1423.33,551.72,2388.17,9079.93,-925.9800000000005,48.1,520.41,8.5034,397,38.61,23.1649,11
6401,181,643.82,1605.61,1427.33,551.75,2388.21,9076.89,-926.289999999999,48.0,519.93,8.5359,398,38.46,23.0849,10
6402,182,643.35,1600.74,1421.69,551.3,2388.18,9086.81,-932.6499999999996,47.9,519.93,8.488,395,38.54,23.0462,9
6403,183,643.33,1599.92,1427.48,552.27,2388.18,9081.34,-926.9700000000003,48.23,520.09,8.5098,395,38.62,23.1186,8
6404,184,643.77,1592.4,1429.07,551.39,2388.21,9089.39,-933.0099999999993,48.3,520.37,8.474,395,38.47,23.2104,7
6405,185,643.63,1604.23,1428.19,551.34,2388.22,9090.48,-935.0699999999997,48.07,520.46,8.4894,396,38.48,23.0683,6
6406,186,643.04,1600.38,1427.36,551.28,2388.27,9092.4,-939.5899999999992,48.18,520.02,8.5223,397,38.39,23.0851,5
6407,187,643.66,1597.73,1431.95,551.39,2388.21,9088.75,-935.4799999999996,48.02,520.29,8.5203,395,38.52,23.0518,4
6408,188,643.18,1603.72,1433.31,551.27,2388.22,9085.92,-929.0299999999997,48.1,519.72,8.5276,396,38.58,23.0711,3
6409,189,643.49,1602.65,1429.42,551.72,2388.17,9087.26,-932.79,48.23,520.03,8.5147,397,38.47,23.1576,2
6410,190,643.88,1608.09,1430.3,551.6,2388.27,9095.02,-936.7000000000007,48.14,519.72,8.549,397,38.48,23.0643,1
6411,191,643.35,1605.39,1435.15,551.45,2388.18,9089.9,-933.7299999999996,48.53,519.65,8.5372,396,38.3,23.1225,0
6412,1,642.24,1584.98,1396.83,554.03,2388.01,9057.65,-912.6199999999999,47.21,522.49,8.3918,390,38.9,23.5107,199
6413,2,642.24,1584.36,1395.22,554.72,2388.04,9065.4,-927.0099999999993,47.22,523.16,8.3998,391,38.96,23.2986,198
6414,3,642.09,1584.35,1397.91,554.19,2387.97,9066.69,-924.4200000000001,47.16,521.7,8.3713,391,39.0,23.2993,197
6415,4,642.01,1579.06,1400.32,554.09,2387.99,9059.67,-917.1800000000003,47.08,522.57,8.3884,391,39.01,23.4489,196
6416,5,641.84,1585.45,1398.53,554.38,2387.99,9067.52,-919.0800000000008,47.06,522.2,8.3859,391,38.98,23.3944,195
6417,6,641.6,1577.55,1396.63,554.21,2387.99,9055.7,-909.6900000000005,47.16,521.89,8.3591,390,39.11,23.4429,194
6418,7,641.96,1581.63,1401.66,553.82,2388.0,9063.57,-920.9799999999996,47.02,522.13,8.3696,392,38.87,23.4763,193
6419,8,641.91,1581.19,1395.91,554.74,2388.03,9059.89,-915.119999999999,47.01,522.11,8.4009,391,38.96,23.443,192
6420,9,642.39,1584.46,1396.13,554.5,2387.99,9071.35,-925.7400000000007,47.15,522.74,8.4148,392,39.1,23.3631,191
6421,10,642.14,1579.37,1394.44,553.99,2388.03,9054.61,-904.2300000000005,47.27,522.84,8.3762,391,38.94,23.3957,190
6422,11,641.36,1582.87,1403.9,554.43,2387.99,9070.19,-922.7700000000004,47.16,522.47,8.435,392,38.82,23.4143,189
6423,12,642.26,1580.99,1394.07,554.33,2388.01,9060.03,-914.8200000000006,47.14,522.65,8.3998,392,39.11,23.459,188
6424,13,642.3,1581.8,1394.13,554.2,2387.99,9053.45,-914.0000000000009,47.25,522.63,8.4064,391,38.94,23.4752,187
6425,14,642.01,1582.26,1394.42,554.44,2387.98,9060.31,-915.6099999999997,47.17,522.31,8.3571,392,39.13,23.4963,186
6426,15,642.06,1584.74,1395.96,555.06,2387.95,9060.74,-918.8899999999994,47.25,522.52,8.3835,390,39.0,23.5347,185
6427,16,641.71,1574.02,1393.09,554.94,2387.95,9061.0,-916.2700000000004,47.17,522.37,8.3643,393,39.06,23.3248,184
6428,17,641.93,1577.88,1388.35,555.01,2387.96,9058.57,-912.9399999999996,47.06,523.07,8.3736,392,38.98,23.3902,183
6429,18,642.26,1580.78,1397.48,555.27,2387.99,9062.84,-917.3100000000004,47.09,523.27,8.3752,392,39.08,23.3638,182
6430,19,641.7,1587.63,1402.12,554.26,2388.01,9061.05,-914.8999999999996,47.04,522.58,8.4159,391,38.88,23.5072,181
6431,20,642.05,1576.02,1397.76,554.31,2387.98,9066.53,-921.6200000000008,47.24,522.55,8.4065,390,38.98,23.4197,180
6432,21,642.05,1579.53,1400.87,554.11,2388.08,9062.58,-915.2699999999995,46.89,523.38,8.425,391,39.07,23.3869,179
6433,22,642.31,1584.54,1393.14,554.65,2388.04,9056.5,-912.0699999999997,47.15,522.94,8.4137,393,38.96,23.5036,178
6434,23,641.98,1576.94,1396.29,554.09,2388.01,9063.67,-917.8000000000002,47.11,521.93,8.3671,392,39.1,23.4241,177
6435,24,641.7,1593.21,1394.35,554.56,2388.0,9055.05,-915.0899999999992,47.21,522.79,8.3764,392,39.16,23.491,176
6436,25,642.34,1588.46,1398.95,554.47,2388.02,9053.97,-908.0699999999997,47.19,522.48,8.387,391,39.09,23.3641,175
6437,26,641.62,1588.24,1396.42,554.19,2387.99,9061.27,-922.8900000000003,47.27,522.32,8.4039,391,38.88,23.3954,174
6438,27,641.79,1590.44,1388.88,554.72,2388.05,9056.7,-915.4500000000007,47.07,522.76,8.3778,390,38.98,23.3423,173
6439,28,641.47,1582.45,1394.62,554.26,2388.01,9057.51,-911.3299999999999,47.11,522.35,8.3938,390,38.92,23.362,172
6440,29,641.97,1587.11,1392.43,554.6,2387.96,9065.0,-915.0699999999997,47.22,522.47,8.386,392,39.09,23.491,171
6441,30,641.73,1585.99,1390.69,554.19,2387.97,9060.93,-918.5900000000001,47.15,522.21,8.3904,392,39.01,23.4067,170
6442,31,642.2,1579.74,1402.15,555.04,2388.0,9057.82,-915.6099999999997,47.01,522.55,8.3681,391,39.07,23.5123,169
6443,32,642.0,1582.29,1395.04,554.47,2387.97,9062.42,-915.2700000000004,47.11,522.77,8.3576,392,39.03,23.4168,168
6444,33,641.78,1583.2,1393.37,554.53,2388.01,9060.11,-915.9000000000005,47.15,522.26,8.388,392,39.19,23.4803,167
6445,34,642.26,1575.58,1389.75,554.11,2387.99,9070.02,-923.2900000000009,47.3,522.37,8.3889,392,39.11,23.4375,166
6446,35,641.93,1590.11,1393.44,555.08,2388.04,9059.7,-920.5600000000004,47.12,522.03,8.399,393,39.1,23.441,165
6447,36,642.17,1588.51,1395.5,554.54,2387.92,9055.12,-904.2000000000007,47.05,522.1,8.3667,393,39.08,23.475,164
6448,37,641.87,1588.53,1403.8,554.75,2388.01,9056.58,-913.2699999999995,47.25,522.89,8.3528,392,38.99,23.3981,163
6449,38,641.6,1589.54,1390.76,554.28,2388.02,9057.82,-916.3400000000001,47.08,522.02,8.401,390,38.99,23.4052,162
6450,39,642.4,1574.81,1400.98,554.8,2388.01,9066.05,-924.2199999999993,46.97,522.8,8.3772,393,38.91,23.5746,161
6451,40,642.4,1576.28,1393.05,554.22,2387.98,9062.38,-915.9599999999991,47.16,522.64,8.403,391,39.17,23.4219,160
6452,41,642.27,1584.62,1397.32,554.06,2387.97,9064.37,-918.5800000000008,47.23,522.62,8.401,390,39.12,23.4323,159
6453,42,641.96,1587.84,1401.25,554.21,2388.0,9056.35,-910.6100000000006,47.0,522.68,8.3805,391,39.0,23.4304,158
6454,43,642.16,1581.26,1392.66,554.74,2388.02,9066.34,-921.1800000000003,47.08,522.83,8.4012,391,38.88,23.5104,157
6455,44,642.02,1585.53,1394.83,554.53,2387.98,9065.13,-914.4599999999991,47.1,521.85,8.3861,392,38.96,23.4322,156
6456,45,642.18,1579.23,1397.56,554.52,2388.02,9065.03,-916.6400000000003,47.21,522.92,8.3851,392,39.01,23.3907,155
6457,46,641.92,1590.06,1400.34,554.72,2387.97,9065.26,-916.3400000000001,47.07,522.85,8.3853,392,38.97,23.4452,154
6458,47,642.02,1583.19,1396.42,554.55,2388.06,9059.28,-916.3000000000011,47.08,522.9,8.423,390,39.01,23.4638,153
6459,48,642.11,1578.65,1397.55,554.12,2388.03,9064.34,-922.2399999999998,47.42,522.62,8.3831,391,38.98,23.5047,152
6460,49,641.87,1581.41,1401.23,554.02,2388.01,9063.85,-920.1000000000004,47.18,522.58,8.3953,391,39.01,23.4052,151
6461,50,642.02,1584.53,1405.07,553.93,2388.0,9063.77,-918.4400000000005,47.08,522.35,8.3966,392,39.07,23.5215,150
6462,51,642.07,1576.2,1406.53,554.25,2388.02,9060.91,-916.7600000000002,47.21,522.1,8.3708,391,39.21,23.3286,149
6463,52,642.27,1587.58,1394.06,554.4,2387.98,9059.61,-917.9100000000008,46.92,521.9,8.4418,392,38.95,23.4549,148
6464,53,642.0,1581.9,1402.88,554.05,2388.04,9057.54,-912.9400000000005,47.13,521.78,8.4179,392,39.07,23.4021,147
6465,54,642.1,1582.75,1396.31,554.73,2388.03,9058.17,-919.3000000000002,47.14,522.24,8.3936,392,39.01,23.3104,146
6466,55,642.09,1588.87,1392.6,555.32,2387.98,9060.19,-917.9000000000005,47.25,522.43,8.4047,391,38.99,23.289,145
6467,56,641.62,1587.93,1403.26,554.42,2387.94,9061.67,-917.5200000000004,47.14,522.65,8.3811,392,39.11,23.411,144
6468,57,642.45,1572.76,1401.24,554.76,2387.99,9066.35,-918.9300000000003,47.19,522.38,8.4129,391,39.27,23.3795,143
6469,58,642.23,1583.8,1399.63,554.04,2387.99,9069.02,-925.5200000000004,47.11,522.44,8.3937,391,39.14,23.5011,142
6470,59,642.16,1588.27,1394.98,554.09,2388.02,9056.56,-909.3599999999997,47.26,522.36,8.3942,392,39.21,23.4428,141
6471,60,642.5,1585.65,1392.73,555.11,2388.01,9061.67,-911.9499999999998,47.15,522.05,8.3698,393,39.0,23.3748,140
6472,61,642.1,1582.95,1401.52,554.55,2388.04,9064.15,-916.7699999999995,47.33,522.69,8.392,392,39.12,23.3367,139
6473,62,642.19,1590.18,1396.74,554.06,2388.02,9060.39,-909.3199999999997,47.27,522.3,8.3588,391,38.94,23.4153,138
6474,63,642.53,1587.11,1394.36,554.49,2388.01,9062.64,-916.5299999999997,47.17,522.76,8.4009,392,39.04,23.3596,137
6475,64,642.09,1588.64,1393.61,554.03,2388.01,9066.17,-919.9800000000005,47.12,522.11,8.4084,393,38.87,23.4436,136
6476,65,642.49,1580.96,1403.85,554.17,2388.01,9059.15,-918.3299999999999,47.15,522.36,8.4129,390,38.9,23.435,135
6477,66,642.99,1582.59,1399.58,554.15,2387.98,9052.16,-904.3099999999995,47.17,522.14,8.4236,392,39.1,23.3718,134
6478,67,642.64,1581.92,1397.59,553.87,2388.03,9074.83,-931.6300000000001,47.21,521.48,8.4268,392,39.11,23.4046,133
6479,68,642.43,1585.74,1389.39,554.72,2387.97,9064.09,-912.3600000000006,47.24,522.66,8.3754,392,38.99,23.473,132
6480,69,642.1,1585.42,1405.19,553.78,2387.96,9065.64,-915.9199999999992,47.2,522.02,8.3676,394,38.91,23.3597,131
6481,70,641.69,1592.19,1397.87,554.39,2388.04,9067.55,-920.4499999999989,47.31,522.54,8.3833,392,39.12,23.4229,130
6482,71,642.21,1581.15,1397.43,554.12,2387.99,9067.32,-921.1099999999997,47.07,522.45,8.4209,392,38.99,23.4438,129
6483,72,642.35,1581.99,1395.39,554.75,2388.03,9062.21,-921.789999999999,47.24,522.72,8.395,391,39.12,23.3829,128
6484,73,642.16,1587.72,1403.88,553.73,2388.01,9062.02,-916.6800000000003,47.34,522.55,8.4286,392,39.1,23.5215,127
6485,74,642.09,1579.89,1400.88,554.37,2388.02,9060.39,-915.5099999999993,47.25,522.84,8.3881,392,39.06,23.3631,126
6486,75,642.0,1587.11,1393.02,554.19,2388.01,9058.79,-912.670000000001,47.16,522.2,8.3973,391,39.08,23.3527,125
6487,76,641.91,1588.38,1394.83,554.31,2388.03,9067.52,-925.4500000000007,47.18,522.29,8.376,391,39.05,23.3119,124
6488,77,642.66,1585.98,1403.68,554.97,2387.98,9062.06,-917.3399999999992,47.29,521.66,8.3647,390,39.18,23.4646,123
6489,78,642.62,1582.58,1397.84,554.96,2388.03,9071.95,-930.0000000000009,47.2,522.81,8.4269,391,38.98,23.4772,122
6490,79,642.18,1588.24,1408.21,553.82,2388.04,9056.81,-916.3399999999992,47.21,522.41,8.4123,392,39.01,23.4434,121
6491,80,642.43,1587.82,1396.6,554.52,2387.94,9060.19,-915.5000000000009,47.09,522.62,8.4134,391,38.84,23.4007,120
6492,81,641.86,1580.87,1404.98,554.02,2388.01,9055.19,-906.2000000000007,47.3,522.46,8.3665,391,38.97,23.4203,119
6493,82,641.9,1584.67,1396.36,553.65,2388.05,9061.6,-915.3200000000006,47.25,522.16,8.3725,390,39.14,23.4846,118
6494,83,641.95,1576.85,1392.43,553.87,2387.96,9051.13,-904.4299999999994,47.01,522.85,8.4177,393,38.98,23.3826,117
6495,84,642.53,1580.11,1399.74,554.81,2387.97,9060.87,-918.7200000000012,47.15,523.23,8.4128,393,39.07,23.4714,116
6496,85,642.94,1586.47,1401.0,554.43,2387.99,9069.37,-919.7900000000009,47.37,522.2,8.4002,392,38.89,23.3886,115
6497,86,642.33,1583.74,1398.29,553.88,2388.04,9060.34,-912.9400000000005,47.25,522.36,8.3993,389,38.89,23.4605,114
6498,87,641.88,1583.15,1399.51,555.04,2388.06,9060.79,-917.210000000001,47.27,522.42,8.3898,391,39.07,23.4565,113
6499,88,642.75,1585.45,1394.73,554.73,2388.0,9063.99,-915.1099999999997,47.4,522.08,8.4114,392,39.08,23.4336,112
6500,89,642.11,1581.37,1393.07,554.11,2387.99,9053.55,-901.9999999999991,47.34,522.01,8.414,392,38.93,23.3768,111
6501,90,641.75,1586.76,1401.33,554.14,2388.03,9062.75,-917.2399999999998,47.3,521.86,8.429,393,38.87,23.3823,110
6502,91,642.59,1589.08,1407.34,554.78,2388.06,9059.71,-918.4999999999991,47.38,522.15,8.4519,392,38.75,23.3328,109
6503,92,642.09,1581.91,1396.03,554.37,2388.03,9060.55,-912.4899999999989,47.51,522.21,8.3954,391,38.9,23.5115,108
6504,93,642.64,1586.28,1409.2,554.66,2388.0,9059.15,-910.4399999999996,47.26,522.36,8.4256,392,38.97,23.5023,107
6505,94,642.29,1587.77,1405.53,553.88,2388.05,9061.92,-915.1700000000001,47.2,522.4,8.4088,391,38.95,23.3474,106
6506,95,641.99,1588.55,1394.99,553.95,2388.01,9070.24,-923.5699999999997,47.28,522.15,8.3785,392,38.99,23.4109,105
6507,96,642.25,1587.25,1408.73,554.46,2388.05,9056.81,-912.6699999999992,47.23,522.95,8.3929,392,39.01,23.3023,104
6508,97,642.25,1584.6,1404.52,554.24,2388.0,9058.24,-917.7199999999993,47.26,522.66,8.3919,392,39.17,23.4729,103
6509,98,642.74,1583.84,1399.48,554.33,2388.05,9064.92,-921.0200000000004,47.15,522.77,8.4012,392,38.97,23.3007,102
6510,99,642.24,1586.22,1404.67,554.73,2388.04,9063.4,-913.5499999999993,47.32,521.83,8.3946,393,39.01,23.3628,101
6511,100,642.22,1590.5,1398.46,553.99,2388.06,9060.02,-916.1400000000003,47.13,521.56,8.3864,391,38.94,23.3365,100
6512,101,642.51,1589.2,1405.51,554.04,2388.01,9063.12,-917.7900000000009,47.27,521.91,8.4215,393,38.73,23.4001,99
6513,102,642.0,1588.4,1398.28,554.59,2388.0,9063.25,-913.7200000000003,47.32,522.3,8.3802,390,38.92,23.4651,98
6514,103,641.42,1588.56,1394.59,555.0,2387.99,9047.15,-903.79,47.25,522.15,8.4262,390,38.95,23.374,97
6515,104,642.72,1588.89,1411.72,554.05,2388.07,9061.61,-917.1200000000008,47.35,521.9,8.4472,393,39.11,23.4196,96
6516,105,642.12,1575.82,1406.51,554.76,2388.03,9059.63,-921.039999999999,47.35,522.13,8.4164,392,38.85,23.3241,95
6517,106,642.75,1577.54,1401.66,554.81,2388.05,9063.33,-920.5500000000002,47.32,522.23,8.4495,391,39.2,23.3465,94
6518,107,642.06,1585.8,1402.85,553.91,2388.0,9059.68,-915.7400000000007,47.57,521.92,8.4145,393,38.98,23.4065,93
6519,108,642.29,1584.89,1399.92,554.95,2387.98,9059.47,-920.159999999999,47.29,522.32,8.412,392,38.92,23.3207,92
6520,109,642.19,1593.32,1393.35,554.12,2388.07,9063.07,-924.3899999999994,47.41,522.56,8.4082,391,39.16,23.3388,91
6521,110,642.03,1583.96,1401.54,553.95,2388.04,9065.5,-923.54,47.26,521.94,8.4196,393,38.81,23.3784,90
6522,111,642.84,1587.65,1402.3,553.65,2388.03,9060.35,-918.1200000000008,47.32,522.3,8.3999,392,38.88,23.3861,89
6523,112,642.25,1585.09,1406.79,554.08,2388.06,9065.31,-919.9099999999999,47.27,522.11,8.4402,392,39.03,23.4157,88
6524,113,642.1,1582.54,1398.17,554.95,2388.01,9065.05,-921.6099999999997,47.12,522.3,8.4088,393,38.99,23.3885,87
6525,114,641.91,1588.96,1397.61,554.11,2388.05,9062.22,-919.0299999999997,47.37,522.09,8.4344,392,38.8,23.333,86
6526,115,642.44,1584.04,1400.39,554.42,2388.07,9055.5,-912.3299999999999,47.33,521.59,8.4213,393,38.98,23.281,85
6527,116,642.4,1590.13,1409.9,553.41,2388.01,9065.71,-919.619999999999,47.37,522.45,8.4366,392,39.01,23.4177,84
6528,117,642.0,1581.18,1395.67,554.55,2388.07,9068.07,-925.3099999999995,47.51,521.2,8.4159,392,38.98,23.3886,83
6529,118,642.45,1590.2,1398.77,553.86,2388.09,9063.52,-912.6900000000005,47.27,522.3,8.4344,393,39.05,23.4831,82
6530,119,642.23,1592.56,1406.67,553.64,2388.1,9059.74,-921.8099999999995,47.4,521.96,8.4678,392,38.8,23.387,81
6531,120,641.97,1590.67,1403.04,553.84,2388.03,9060.0,-915.3999999999996,47.27,522.17,8.4414,392,38.72,23.4453,80
6532,121,641.9,1575.93,1405.73,553.76,2388.05,9059.34,-910.1999999999998,47.38,522.0,8.4102,392,38.95,23.3682,79
6533,122,642.44,1577.54,1396.89,553.56,2388.03,9064.37,-922.1800000000012,47.42,522.02,8.4166,394,38.74,23.2658,78
6534,123,642.47,1588.13,1407.06,553.48,2388.11,9047.54,-902.8200000000006,47.31,521.78,8.3941,393,38.72,23.3137,77
6535,124,642.34,1586.69,1393.51,553.6,2388.0,9070.33,-930.9499999999998,47.4,521.43,8.4087,393,38.86,23.345,76
6536,125,642.4,1589.06,1404.38,554.05,2388.04,9064.54,-919.0800000000008,47.4,521.95,8.4077,392,38.93,23.3852,75
6537,126,641.66,1585.06,1401.68,553.84,2388.05,9062.33,-923.8699999999999,47.39,522.22,8.4106,393,39.01,23.4236,74
6538,127,642.84,1591.97,1405.09,553.81,2388.05,9057.49,-919.3000000000002,47.32,522.06,8.4234,393,38.9,23.3501,73
